,CC,FI,RMRF,SEMESTER
0,1.0,1.0,1.0014334117051797,0.0
1,0.999989479299015,0.9999473964950755,0.9886852180097958,0.0
2,1.0014493939912719,1.0057868095123024,0.9960139560802209,0.0
3,1.0015832004482614,1.0062347628163673,0.9987808411113958,0.0
4,1.0026023672310376,1.0103303628443157,0.9900725694892676,0.0
5,1.003507502898045,1.0139788124261624,1.0029488245600697,0.0
6,1.0037048846850392,1.0147765780607718,1.0143459330282096,0.0
7,1.0043437301019924,1.0173601476976941,1.0192412761676255,0.0
8,1.0030578789473854,1.0130184278881642,1.0234955194908892,0.0
9,1.003202007395652,1.0135036267889166,1.0192306892450764,0.0
10,1.0015468926368682,1.0068151839891097,1.0097823485988073,0.0
11,1.0034461931702705,1.014452348579391,1.012538215402783,0.0
12,1.003614311260943,1.0149379544930976,1.0019606942785289,0.0
13,1.0058031175600393,1.0212622467836439,0.9842129150654365,0.0
14,1.0067614815629162,1.0245058934368414,0.9852561452790383,0.0
15,1.0041384069188708,1.0178326260319903,0.9885693687015913,0.0
16,1.00487229366109,1.019958041256187,0.9850150004576815,0.0
17,1.0071486397119176,1.0265595267636896,0.977892394151983,0.0
18,1.0068018876150666,1.0253814098025582,0.9834457044726732,0.0
19,1.005948600202121,1.0224846298725774,0.98481912898199,0.0
20,1.0054913629018865,1.021156762789564,0.9827904688790904,0.0
21,1.00278240908214,1.0132963087861595,0.971342360556167,0.0
22,1.0050619838136843,1.0198776672149117,0.9527705709999709,0.0
23,1.0054955965458467,1.0209776788283111,0.9236833094548548,0.0
24,1.0070575932250787,1.024942797495609,0.9245248283909515,0.0
25,1.0060493912815425,1.0226625586704736,0.9339807339952801,0.0
26,1.005869898340623,1.022330818749199,0.9381035715188841,0.0
27,1.006477727901752,1.0234540489437605,0.9256386772682107,0.0
28,1.0074975146976308,1.0253394809469962,0.9345341662297907,0.0
29,1.005545638978079,1.0217277684740578,0.9357847982387953,0.0
30,1.0038268814476956,1.0188170729803303,0.9373654135132776,0.0
31,1.0061204876188652,1.0230495396972112,0.9159561811241786,0.0
32,1.006439803974334,1.0235906883543557,0.9031292151306228,0.0
33,1.005362106883386,1.0215978478435774,0.9047451987202721,0.0
34,1.0048195693005977,1.0204952496390978,0.8861725979079276,0.0
35,1.005275014796024,1.0212661674216732,0.8713000981978183,0.0
36,1.008500038280127,1.025946631296133,0.8449306924310092,0.0
37,1.0058452435248004,1.022345669296297,0.8569348938435254,0.0
38,1.008709887257266,1.026227851812698,0.8840071463793014,0.0
39,1.0128533362696457,1.0327130934416884,0.8834801731761736,0.0
40,1.0103514532224547,1.0287885714409781,0.8910640812887773,0.0
41,1.0104815760174877,1.0290094002822474,0.8757478468416042,0.0
42,1.0103251679947083,1.0287439405095025,0.8860772660655072,0.0
43,1.012734170454151,1.0328321402979312,0.8872806466865808,0.0
44,1.0152747593168736,1.0368183056849012,0.8906005895790832,0.0
45,1.0161943067847814,1.0383834052452645,0.8795597070841374,0.0
46,1.0161661159247788,1.038325792402896,0.8873810348182642,0.0
47,1.0177672742779051,1.0415979424770188,0.8822740997994168,0.0
48,1.0184066683200752,1.043233855557514,0.8804068606035345,0.0
49,1.0182347010595865,1.0427934566634132,0.8842721239135846,0.0
50,1.018562282731689,1.0435389735507083,0.8733579370436733,0.0
51,1.0185560094508943,1.0435261193284147,0.868123363305318,0.0
52,1.0156260481454507,1.0375225395105503,0.8704541852891317,0.0
53,1.0151281459288208,1.0365052659320144,0.8724823484406548,0.0
54,1.0165889940419395,1.0392172867435505,0.8667593320718174,0.0
