Return,Semester
0.0,0.0
-1.0520700984915053e-05,0.0
0.0014599300517443826,0.0
0.00013361279940091885,0.0
0.0010175557879964817,0.0
0.0009027862855609658,0.0
0.0001966918896215441,0.0
0.0006364873048852491,0.0
-0.0012802899207390705,0.0
0.0001436890645011739,0.0
-0.0016498319845676616,0.0
0.001896367057164825,0.0
0.00016754071301157796,0.0
0.002180923761784719,0.0
0.0009528345917259928,0.0
-0.0026054578885689283,0.0
0.0008704635751884016,0.0
0.0019316398465665213,0.0
-6.552426405913004e-05,0.0
-0.0004985190643304625,0.0
-0.0009427022405266106,0.0
-0.004003751484702434,0.0
0.0014321738919150745,0.0
0.0005763446084051317,0.0
0.003177295239057888,0.0
-0.0028100796644836053,0.0
0.00026969011280387654,0.0
0.0018681586420603493,0.0
0.000622018048669146,0.0
-0.0017711034181431956,0.0
-0.0009890025247758793,0.0
0.002370219209619261,0.0
6.533369435852915e-05,0.0
-0.0004437358757337035,0.0
-0.0011352663760025293,0.0
0.0007649115554508024,0.0
0.0033194852723862677,0.0
-0.0015702810230412323,0.0
0.0024265512136028193,0.0
0.00434833154096137,0.0
-0.003765267475964954,0.0
0.0013350798759464242,0.0
-0.0004280694508524842,0.0
0.001636047251087068,0.0
0.0019605353363630782,0.0
0.0012720177502890083,0.0
0.00034618929410467833,0.0
0.0014494591426536378,0.0
0.00046519375732041274,0.0
0.0005860853842901495,0.0
0.0017846489967400527,0.0
-0.0014052578849901361,0.0
-0.0019877733996596127,0.0
-0.0007156363044735784,0.0
0.0011471387159444602,0.0
0.0013925195158968986,0.0
-0.0013972694848367211,0.0
0.0036457086001909812,0.0
-0.002793050433356218,0.0
-0.004156440280418149,0.0
0.001600055518638151,0.0
-0.0007560533262144294,0.0
0.002375710057094678,0.0
1.60665042541943e-05,0.0
-0.0012269167201844722,0.0
0.0035624603138297976,0.0
-0.00213296714724003,0.0
0.0018722958884379495,0.0
-0.0016984093163271235,0.0
-0.002285160454192326,0.0
0.004469469637971585,0.0
0.0026976120613853966,0.0
-0.0025503618152285593,0.0
-0.00021776760836153013,0.0
0.0006290539783621206,0.0
0.0022337697120316056,0.0
-0.0022926606004709483,0.0
0.0011167177926494018,0.0
-0.0006563115321429288,0.0
0.0001575420529686988,0.0
-0.0023576375371273835,0.0
-0.002645843248710867,0.0
0.001202214321526751,0.0
0.0027393443899531808,0.0
0.0004219705854073367,0.0
-0.0013267640605076451,0.0
0.0008941843506556628,0.0
-0.0031555809657692496,0.0
0.0017509768011120502,0.0
-0.0010204721488370403,0.0
0.003584247478306585,0.0
0.0014793986324458845,0.0
0.0010292567560275419,0.0
0.0001534914045612375,0.0
-0.001919886983947524,0.0
-0.001008550541488591,0.0
-0.005537256455754686,0.0
0.006058703971916524,0.0
0.002098900510585481,0.0
-0.0003029175997702763,0.0
-0.004335116321188005,0.0
-0.0052905647304101995,0.0
0.000993102293385531,0.0
0.000732796688731474,0.0
0.0034959160414513774,0.0
0.0029672456512625173,0.0
-0.0013902667628097117,0.0
0.00038614239573384003,0.0
-0.0008942959207194698,0.0
0.0004437450106634413,0.0
0.001985294355234617,0.0
-0.002403887303410547,0.0
0.0023666981888210365,0.0
0.0005808534396642195,0.0
0.003903833490170896,0.0
-0.0022432783215045006,0.0
-0.00037262103233457074,0.0
0.0017797923689009912,0.0
0.0004845796499967429,0.0
0.0038899553299627785,0.0
-0.0003137560505738164,0.0
0.001396111155703092,0.0
0.004193341723487997,0.0
-0.0025629881316841085,0.0
0.0023016173394692133,0.0
-1.7716380396401442e-05,0.0
0.0004294522931676448,0.0
0.0,1.0
0.00183727825936283,1.0
0.0018464847940675593,1.0
0.000912261465009954,1.0
1.4670188914352091e-05,1.0
-0.000506064469344418,1.0
-0.0007216060920794117,1.0
0.0027707215868791497,1.0
0.002916519748064633,1.0
-0.0032315528503332807,1.0
-0.0020217489761342375,1.0
0.005121618568212959,1.0
-0.0005401114900616836,1.0
3.169063801337444e-05,1.0
-0.000803306026499671,1.0
-0.002414855587486009,1.0
0.0005529476576324181,1.0
0.0014637835516849052,1.0
-0.0009017352642246574,1.0
0.0004936031799330949,1.0
-0.0003661525548084734,1.0
-0.002948997844885376,1.0
0.0026938254736807075,1.0
0.0032931367077892737,1.0
0.0022163177488553156,1.0
-0.002490853017116071,1.0
0.0010277869287299186,1.0
-0.0003067793540831482,1.0
-0.0007477716444706094,1.0
-0.00032488089707737586,1.0
-0.001646618201017669,1.0
-0.0020298485103583796,1.0
-0.0014174814860028364,1.0
0.003788993915198085,1.0
0.0004269200208577301,1.0
0.004535505938423332,1.0
-0.0008059259684272523,1.0
1.9431262244489715e-05,1.0
-0.00278056454313176,1.0
0.0004990827508311515,1.0
0.004886933650206147,1.0
-0.00021157222486523517,1.0
-0.002690693917412256,1.0
0.0010487698408409196,1.0
-0.0010463725045659923,1.0
-0.0029189945978195277,1.0
0.0010688216154014231,1.0
-0.0027648442936339685,1.0
0.0031986019364610603,1.0
0.000845048230405459,1.0
0.0015865908975648748,1.0
0.004677443853533453,1.0
-0.0014390315287672669,1.0
-0.00347434383325058,1.0
0.0026210971386373765,1.0
-0.0004993371365469839,1.0
-0.00011788254595066789,1.0
0.0002279224875093336,1.0
-0.0037919601166809145,1.0
0.0021798702147276536,1.0
0.001205588178238056,1.0
0.0026195292228170736,1.0
0.0034481326205516687,1.0
0.0005929655160100021,1.0
0.0008505014436598436,1.0
0.0018560208547034093,1.0
-0.0005597380406843189,1.0
0.00046695787231740553,1.0
0.0037046422785693054,1.0
0.0028210735966562395,1.0
-0.001183088701866208,1.0
-0.004362328653315218,1.0
0.004452019434280019,1.0
0.0019319263646317667,1.0
-0.001847774394487999,1.0
-0.004073316098877892,1.0
-0.00046498791581037517,1.0
0.0014099846609983073,1.0
0.002095996468619537,1.0
-0.00012188335024910179,1.0
0.0013578949240220972,1.0
0.0008723082746310833,1.0
0.001392607153053374,1.0
-0.002399822798908798,1.0
0.0025345730337686502,1.0
0.002659737754924179,1.0
0.0011805889214488699,1.0
0.00045742069352835735,1.0
-0.0007977557575122934,1.0
-0.0004371245456367918,1.0
-0.0023391396983723036,1.0
0.002052038476857013,1.0
0.00414805618439296,1.0
0.0013739185271273084,1.0
0.0001427151320834162,1.0
0.0031026532130974576,1.0
-0.003863380176490767,1.0
0.003977337954018605,1.0
-0.0027687324144298276,1.0
-0.0015406853862597579,1.0
-0.002285418045370118,1.0
-0.0007252688597425077,1.0
0.002702233376391306,1.0
-0.0008578827381014035,1.0
0.0006194957617077651,1.0
0.0026867468089007097,1.0
0.0035697756438003007,1.0
-0.003823799068264708,1.0
0.0011101653523257426,1.0
-0.0006034841445489063,1.0
0.0013628671391539599,1.0
-0.0013340180865859049,1.0
-0.002832620969591271,1.0
0.00023633194904871434,1.0
-0.0006160504878792128,1.0
0.0029548564272713317,1.0
0.0012975649138728459,1.0
-0.0003841742739682506,1.0
0.00041739554688712606,1.0
0.0023380176905984144,1.0
0.002262060727928851,1.0
0.002701508932526324,1.0
-0.0006165838855878238,1.0
0.0003706370951800274,1.0
-0.0035456189556419145,1.0
0.0,2.0
-0.00250020436048627,2.0
0.0021905036609407213,2.0
0.0009846021280089064,2.0
-0.0009080130652668434,2.0
-0.00015284822421475098,2.0
-0.0008562642450870262,2.0
0.003032336717408811,2.0
0.001603313914108426,2.0
0.0023701378338497406,2.0
-0.00020621228599538403,2.0
-0.0019277035197667242,2.0
0.0038585653495365737,2.0
0.0009086265219679949,2.0
-0.0020981883233061717,2.0
0.0005667539161682362,2.0
0.0025901056810685883,2.0
0.00038488137156341334,2.0
0.0005026692609290384,2.0
0.0006748345649375842,2.0
0.00030812813854484944,2.0
0.0023445303177006384,2.0
0.004351519555447212,2.0
-0.003096150714268863,2.0
0.0025099599598776574,2.0
-0.0003430828467534789,2.0
0.0010026468437692915,2.0
0.000943367261534546,2.0
-0.002245859183777322,2.0
0.0004946038334345395,2.0
-3.704663824804942e-05,2.0
-0.0003804459357194393,2.0
-0.0016661964104899903,2.0
0.0002446087993198496,2.0
0.0007828444036892968,2.0
0.0008952114728183403,2.0
0.0016389569293737908,2.0
-0.0035820423807004544,2.0
-0.0016667513142180203,2.0
0.000551245985431698,2.0
0.002742588923487977,2.0
0.0010696619192838194,2.0
0.0008077552658675828,2.0
1.6233482784574256e-05,2.0
-0.003043413529929492,2.0
0.0016356516820215557,2.0
0.002474179380947009,2.0
0.001046761726082579,2.0
0.0022571221303938683,2.0
0.0029674293044120604,2.0
0.000496663846396583,2.0
0.0022444220343557043,2.0
0.0015347425500949054,2.0
0.0012278830924394278,2.0
0.0036442714437049384,2.0
-4.835288505875175e-06,2.0
-0.001697649699008466,2.0
0.0003798045405285686,2.0
-0.0006942571719552657,2.0
-0.00033903820870435344,2.0
0.0021904169026831294,2.0
-0.001365139824248898,2.0
0.0032514290583094568,2.0
-0.0005687513980961237,2.0
0.0015824018981272568,2.0
0.0005925785905793962,2.0
0.00268569379563679,2.0
-0.00035295655880263077,2.0
0.002702786991590056,2.0
-0.003894072244225063,2.0
-0.0015102070296537128,2.0
0.0035085326433675615,2.0
-0.0011399402756391548,2.0
-0.0028358563078600607,2.0
